ID_genome_file,eAUCH2O2,eAUC18C,eAUCpH,eAUCSA,eAUCGB,eAUCKCl
ST90ORE_a15_2A_11,233.251390365733,456.973696957805,439.830643153142,178.537044812701,324.80305719725,74.4786351111266
ST90ORE_a15_2A_13,255.342200573706,298.141366246523,570.697978121142,129.107331014556,357.218278166066,72.9980282595535
ST90ORE_a15_2A_16,363.320245924794,500.653876940343,285.280613058112,125.520571941233,248.414541728624,159.638110951857
ST90ORE_a15_2A_20,210.313208315331,309.843632589099,413.164715996298,19.456143997099,317.778038323616,25.1656846911037
ST90ORE_a15_2A_6,135.853248764089,447.018051524636,1144.03098390028,364.759717839924,904.981228360009,139.44055577808
ST90ORE_a15_2A_8,151.25200019965,176.766788346387,245.36098110435,125.450461527797,226.869651599236,83.5390209059466
ST90ORE_a15_3B_1,148.200117541005,186.150110836654,246.275707113415,85.8029448457739,184.598768631169,54.4366817076304
ST90ORE_a15_3B_19,335.762020253182,452.421899261528,445.255286505753,203.53649874301,490.392328520723,NA
ST90ORE_a15_3B_4,216.415869190227,420.251718132325,613.280080889701,45.2733602786097,380.522633964523,113.946374916453
ST90ORE_a15_3B_5,154.736789802704,224.559515582402,684.336315217574,384.527948566344,652.650531420541,114.272545568293
ST90ORE_a15_3B_6,620.85953176223,629.899777162236,658.651832569359,415.602264013094,637.795481748271,120.562399257159
ST90ORE_a15_3B_9,478.301168549677,707.464916053289,1049.03583200556,419.737381221411,786.256771463299,102.541784113552
ST90ORE_a15_4A_10,105.842836994699,161.727425084986,158.310896977181,72.3590258567648,140.211660660292,70.5926135901757
ST90ORE_a15_4A_11,347.840819191036,526.774127212891,589.952711058952,110.279127281112,393.445800009119,48.5042116238104
ST90ORE_a15_4A_13,297.891435148204,317.807008745232,366.728058853119,144.743917245062,360.680468490199,96.3398015669066
ST90ORE_a15_4A_15,178.004958002364,231.549013101051,173.275383139592,160.289250723625,191.958773155235,112.800558929252
ST90ORE_a15_4A_17,136.172554899791,284.86302025216,302.200735750999,80.8826427091838,191.97048005719,77.8784857957216
ST90ORE_a15_4A_19,266.896324360329,252.230288298132,427.769447345232,212.287852635804,423.87169649288,97.4083718944332
ST90ORE_a15_4A_2,110.642644096472,121.326644666042,179.936963655809,55.4136531509307,126.565248161513,65.3360541816866
ST90ORE_a15_4A_4,280.38762453308,278.186866272029,590.5769067252,382.215900303781,423.850406019655,185.019132491968
ST90ORE_a15_4A_7,238.212121882008,382.962942193419,352.431964629695,111.639083296461,362.073506864353,42.7999946954991
ST15ORE_Mad_A5,498.907755719971,534.974547535412,473.760367209842,118.793262469078,563.410508730177,160.866723195632
ST15ORE_Mad_A7,424.569799277134,525.842038702138,1002.93666011259,364.841522938844,1102.74487415408,107.037162398132
ST15ORE_Mad_B4,85.9041732793091,126.769035969124,345.105969350439,148.745869813149,217.518914389059,56.7629674438415
ST15ORE_Mad_C5,227.386034500117,280.388634511956,408.47092138242,177.469335765417,186.370675885473,65.8476344142971
ST15ORE_Mad_D2,273.311620843607,335.825170929862,472.45286471161,73.6493743919947,228.141759502264,168.142093614351
ST15ORE_Mad_D3,36.2613150943184,42.7306323582929,179.752979714811,37.036117101399,102.541223759307,28.0117746251651
ST15ORE_Mad_D4,284.536727266718,400.02688733767,457.158289831571,209.489197911204,308.916890026282,145.355012602203
ST15ORE_Mad_D6,200.680138568838,179.599787794657,328.112279150718,140.168134227834,258.009655206151,45.7479710496501
ST15ORE_Mad_E1,238.895094944716,548.690759577632,991.075627763053,269.236796276897,775.760587762298,111.431683383732
ST15ORE_Mad_E5,318.374720935138,508.600957273768,755.330267934474,324.823217309871,573.769012626648,73.1967310552576
ST15ORE_Mad_F6,198.291172494528,239.531339496336,343.139922012141,302.877195262367,295.353040885859,110.922121305017
ST15ORE_Mad_G2,164.880044822903,243.020620924818,307.698096104685,41.0727340898261,250.524090942759,25.059895417659
ST15ORE_Mad_G4,111.359578379431,164.394590011472,301.917959632219,117.652460839744,265.475867882442,44.3593444521467
ST15ORE_Mad_G5,181.729119002174,286.381113457423,292.196833563613,136.614158825516,259.727457517442,37.5959795762925
ST15ORE_Mad_H2,338.707064761778,382.740620000447,670.231554850386,343.167816994076,586.353135216054,108.790740325831
