ID_genome_file,eAUC12C,eAUC15C,eAUC18C,eAUC22C,eAUC25C
Chile_1995_STCH95_1B2a,21.9043870040988,213.151662608,226.983353257453,190.931228681791,133.214891255893
Chile_1995_STCH95_1C3a,23.8479911684547,145.053028680533,206.391323439319,230.700556899505,227.42591965337
Chile_1995_STCH95_1F2a,71.9511742500594,44.7865852650792,98.4319123647436,66.8407591146918,37.8365334120879
Chile_1995_STCH95_1G3a,23.8459497495506,164.75804793695,250.222997872673,183.297339668102,109.748585209271
Chile_1995_STCH95_1H1a,30.5508633088661,318.726279027163,485.013399967303,421.245844105117,415.309514104028
Chile_1995_STCH95_1H2a,17.2343402667859,136.40022803196,161.678116152996,154.249628306885,127.633471881275
Chile_1995_STCH95_3A3a,73.957584387092,52.9128402098032,140.567851720513,224.87945606896,147.245847090515
ST95CH_3B2a,25.6254743369176,37.6416517739795,108.483470969468,200.827662825002,107.319385664753
Chile_1995_STCH95_3C1a,26.1058249141154,587.16514545958,725.690991265879,735.76847987381,422.296096862741
Chile_1995_STCH95_3E4a,8.86899548993123,65.504799156373707,107.922400108162,97.4453508554463,71.9889554167848
ST95CH_5A1a,29.5760481146994,71.3434373834339,160.716968963744,265.194238781174,248.55897978516
Czech_Republic_2010_ST10CRI_117,16.0184420042965,432.20842091801,595.627302783327,625.502216062763,364.695924609842
Czech_Republic_2010_ST10CRI_159,36.9976725648725,254.951797188346,466.867000960566,331.197263148864,251.424178010028
Czech_Republic_2010_ST10CRI_348,37.4365391171494,169.592607462903,304.112618519976,275.656827600337,211.101018104578
Czech_Republic_2010_ST10CRI_354,72.7867895446841,289.841543612619,381.939806580457,247.272800906356,111.692290862343
Czech_Republic_2010_ST10CRI_421,29.6464206161783,169.294765640343,219.619014908237,171.642910676991,134.351958282568
Czech_Republic_2010_ST10CRI_44,35.2258784544483,278.854257843374,336.194508565755,447.269114245542,304.720615243383
Czech_Republic_2010_ST10CRI_469,66.0196261401681,115.047912059649,214.692226104791,195.133821359809,122.873698936759
Czech_Republic_2010_ST10CRI_502,24.3218923128261,56.4995317295854,207.541936090554,346.316024244618,290.007124107456
Denmark_1994_STDN94A1a,14.2928921520415,99.5250979438083,143.023760882092,128.757788168867,82.8112564870823
Denmark_1994_STDN94A1b,144.294177358346,357.1006807954,390.820349418827,359.69042352179,251.334078264463
Denmark_1994_STDN94B7a,182.197917827925,507.259996580101,717.038588811984,617.334497156562,497.217453887228
Denmark_1994_STDN94B9a,15.1680872655346,119.670445220078,212.208928518065,220.093924755746,172.756462590987
Denmark_1994_STDN94C2a,229.741660857748,463.721398607297,804.315011014324,869.664424184256,604.685844643762
Denmark_1994_STDN94C3a,44.6857817456344,238.451974587178,528.881091355576,826.539695282221,NA
Denmark_1994_STDN94Dw11,18.1350066233225,102.374583436878,139.71683914542,96.4497524926965,86.6188198246001
Denmark_1994_STDN94Dw6a,70.2920809863514,205.484830964766,341.670399888236,320.638683098679,265.343867115554
Denmark_1994_STDN94Ee2a,19.1754581541204,71.2981815757677,174.199040086582,190.819163085748,80.0396192853585
Denmark_1994_STDN94Fe3b,169.306115895103,68.240140113956,135.602273970476,106.790968272172,67.3678372983835
Denmark_1994_STDN94Fw6a,44.9434005211307,213.679321232537,301.382842705789,385.767362006992,257.67660291366
Denmark_1994_STDN94Fw7b,36.5271005369754,215.91714505991,297.337870578231,222.083055596383,214.672388538079
Denmark_1994_STDN94Gw8,17.1856944191705,118.423814914464,148.380913616984,132.936911659275,113.271867052503
Denmark_1994_STDN94Iw9,131.377049317092,177.720959259124,281.041907350499,198.36089976331,260.977648858324
Germany_1992_GEA_4b_2,30.2004200472355,348.440342370935,447.603628343163,370.880659505575,405.67001348074
Germany_1992_GEB_4a_1,16.5315296102319,97.8956549337368,285.001947426944,321.581412327545,249.53569208066
Germany_1992_GEB_3a_1,15.1794504583257,68.9438369119795,96.2795828722865,135.477745279505,179.962356400939
Germany_1992_GEB_3a_2,337.314536234025,157.621256931461,266.933891892562,215.856042579947,121.447314301564
Germany_1992_GEC_2a_1,7.65361739414419,78.9708258883761,165.763919717952,140.741087628518,95.6305866985302
Germany_1992_GEE_2b_2,27.5873064166335,149.081526584546,282.017209819189,289.813828095598,250.68695734226
Germany_1992_GEE_4a_2,40.4191722806202,40.3987481487283,70.9992406623366,84.2706512122161,57.0695308571294
Germany_1992_GEF1b_1,45.4609412784939,332.383409774515,404.588106833615,431.63699693435,292.235901580104
Germany_1992_GEG_1b_1,8.92108725289571,68.3540243834353,110.316616682239,94.0861972947929,53.489491711225
Germany_1992_GEH_1a_1,9.89405266830471,86.4234377190367,97.42159022523,85.1952654391211,71.3073535150728
Germany_1992_GEH_2a_1,179.545626106879,83.0710185124755,312.999023425893,329.981569379952,222.566873736458
Indiana_1993_I10a_1,39.3141620738771,184.085377689036,198.6092337008,156.183685525202,89.2704061841459
ST93IND_11a2,343.094246694885,106.63050866579,245.187247615247,300.370458954644,69.4953048376944
Indiana_1993_I15a_1,40.9101732251843,463.659501834117,557.338633400952,478.644959671809,300.576122191802
Indiana_1993_I18a_1,188.609185642356,305.807935110819,417.929372443927,430.856459116998,254.726794845584
Indiana_1993_I1a_1,15.4215810003233,193.6798956299,306.736633211289,362.287511332942,236.823120753336
Indiana_1993_I21a_1,18.02261724098,67.0667944283944,70.6425614059052,51.6126634971288,43.8292197481488
Indiana_1993_I22a_1,310.792179578415,422.210779485355,598.775143712131,530.577200206279,323.624065920163
Indiana_1993_I24a_1,46.2705096494559,238.153035055451,316.035108346026,268.853466803335,222.078372150485
Indiana_1993_I25a_1,22.4755008021156,92.7122635134241,115.958108353092,104.748484255744,81.4218680741897
ST93IND_28a1,144.443054797655,75.2956011856503,152.556183132827,117.570679462997,77.6471499307091
Indiana_1993_I2a_1,81.253014880645,447.028782864165,591.714957793566,374.004810415302,337.260725509575
Indiana_1993_I32a_1,23.8946446731582,235.783317619177,379.884548218279,291.066571490402,216.689139152015
Indiana_1993_I33a_1,40.6245366645806,277.595613264176,444.59099940311,357.842132212044,253.787772188531
Indiana_1993_I9a_1,364.978903605456,295.338371805789,382.690403600609,354.498562765312,297.543814547841
Iran_2001_STIR01A_45b,58.1918890108463,356.866206393018,535.057544109212,421.212662255175,602.634421167447
Iran_2001_STIR01A_73a,132.556874617285,244.316963718355,535.33405948467,489.882601608702,429.631071792379
Iran_2001_STIR01A97a,18.5978616851003,68.9693018427111,197.441931207923,146.451696142036,137.834452841796
Iran_2001_STIR01B_106a,11.1145199274431,64.302521028404,79.0607019408215,88.6076029357127,78.4494105775717
Iran_2001_STIR01B_26b,277.778044606532,75.3344160380683,139.892701718434,167.943774493279,147.299767654273
Iran_2001_STIR01B_58a,26.4904140694711,44.1657566179619,53.2026061051814,55.5867055734701,50.9244519416806
Iran_2001_STIR01B74a,24.2188427475732,102.137488480117,322.428547120879,287.902039345036,219.297702336002
Iran_2001_STIR01B76a,67.6773068197157,208.745584098744,353.149534135243,367.409605956006,432.869043250721
Iran_2001_STIR01B_99a,48.7993201175674,169.34393217705,209.583355442892,271.345851137853,211.69291849923
Israel_1992_ISYD3a_1,28.5564317638419,125.814805349334,147.584597065192,133.078950783142,113.856128244559
Israel_1992_ISYG2a_1,282.7177684029,347.359018256765,478.924451736942,488.556905977047,369.96998269251
ST92ISR_Ar_11g,50.9378388552619,122.148006694424,217.972236049932,250.297598413772,227.594923083989
ST92ISR_Ar_11i,16.7736528220978,45.8356116152552,99.5719337839443,103.026848948303,141.450705806873
ST92ISR_Ar_12f,42.6162689588997,153.83165116915,192.560456158878,231.173518505278,135.267805078648
ST92ISR_Ar_15a,201.923527875193,122.888161177674,279.597167194457,325.534078065984,271.987169544782
ST92ISR_Ar_15c,23.7096614963452,80.7675600903823,114.422808164329,112.381284699018,105.619027347392
ST92ISR_Ar_16a,17.3357235032219,58.6099524722447,80.7887836905831,76.3149674197987,69.6690052927099
ST92ISR_Ar_16h,209.707398913235,66.9629568590062,87.4580537943673,167.767695149391,164.241630507408
ST92ISR_Ar_17d,61.4500954311106,326.326588668025,568.872439371799,788.314988535375,499.123900081879
ST92ISR_Ar_17e,21.9602438217236,145.400512374031,229.821208612902,345.670543715888,330.308684544925
ST92ISR_Ar_17i,32.8489286100011,118.437332496371,214.047549775451,255.477898936802,242.802054075674
ST92ISR_Ar_18b,68.439486486762,375.567287102267,528.772430082018,419.687135198718,264.719135469394
ST92ISR_Ar_1c,27.4316643504003,189.68313620811,447.112460793843,600.233705319621,433.84599963101
ST92ISR_Ar_1j,24.4153218904036,173.379670663914,271.530785426273,243.874301567162,193.354964112353
ST92ISR_Ar_21a,62.0737762635747,176.278420989412,225.882256385828,205.365789364916,147.183329518074
ST92ISR_Ar_22f,30.4297589701536,199.352708296654,272.570097708322,203.677536992688,183.274857686753
ST92ISR_Ar_2f,171.450980073514,249.787272072646,232.175727704102,222.972946823785,210.504473227752
ST92ISR_Ar_4b,8.85365600664274,75.6989864049849,117.931517570281,69.3679981757049,94.7502861532307
ST92ISR_Ar_4e,278.136673137608,174.17773323012,346.858757001489,384.705982691479,285.810329176401
ST92ISR_Ar_4f,30.5609498898652,161.898638053649,306.97261312896,249.912457776451,272.663812030185
ST92ISR_Ar_5a,31.7754954174747,126.876699528649,220.7752329754,262.707792519087,101.974168499934
ST92ISR_Ar_5g,68.1442356164067,183.471053924246,290.337557318392,255.544611127186,203.591286527521
Israel_1992_ISZB2b,17.1434106325676,37.0352481090297,75.3210951352493,96.4562517946093,70.5661886436347
Israel_1992_ISZB3a_1,112.777342650231,201.478771618395,244.958193989829,249.657884265432,235.614484654759
Israel_1992_ISZC1a,14.2953496389115,18.4676985160224,26.8022140225137,62.6295028405612,60.3272834861479
Israel_1992_ISZC2a_2,140.265260478011,57.9744428458537,137.133450834625,143.431962364548,159.944771748105
Israel_1992_ISZD1d_1,188.749466481255,143.861657334769,323.958564625404,690.548513463877,408.200171309117
Israel_1992_ISZE1b_2,25.1292372570481,131.717838041514,252.296873009642,302.732550705511,183.736251653169
Israel_1992_ISZF2a_1,158.374053351908,16.1362239517579,27.5812898327752,172.788345559518,70.446141289656
Israel_1992_ISZH2a,26.7080757893086,208.146809545174,416.663063272258,420.34631423954,307.534718484211
Missouri_1994_ST94MO12a_1,20.3101684238403,186.66299078418,373.349579521622,465.819327126199,384.663792216115
Missouri_1994_ST94MO13a_1,66.6639662581065,147.123415751489,199.571759837068,202.839600750709,176.633465647241
Missouri_1994_ST94MO16a_1,26.2456624805829,51.8908130723262,83.6734185667285,93.182248504567,86.3662935341358
Missouri_1994_ST94MO17a_1,40.8028923903217,380.451472941182,526.682847226705,589.850209513472,519.211797261049
Missouri_1994_ST94MO19a_1,95.0254672793927,49.0417596999307,76.6650761387378,78.9748463868053,61.8381348041204
Missouri_1994_ST94MO23a_1,53.6367445519925,306.51007675674,308.125458180762,326.224342353368,224.02274307437
Missouri_1994_ST94MO24a_1,16.7628322602112,71.2020242840675,77.013987197031,85.1078127080278,67.7800028589934
Missouri_1994_ST94MO29a_1,82.9623749638872,567.341657480429,633.76010622239,415.256226618874,480.901910741482
Missouri_1994_ST94MO33a_1,12.2261894687138,87.8077114773696,170.722871381134,157.359055948112,99.11076320131
Missouri_1994_ST94MO35a_1,259.148010269054,150.532628754397,276.088243641164,292.607630421899,168.884681107715
Missouri_1994_ST94MO7a_1,32.3214663353185,80.9121174445219,190.264691548671,204.650929134638,207.529850726571
Missouri_1994_ST94MO8a_1,27.6598287616657,185.423572195707,452.463676968275,296.383931231256,166.156047705107
Missouri_1994_ST94Mo31a_1,29.1355298134424,78.646776536903,130.563336975923,74.6860849076254,75.4838571686629
ST90ORE_a12_3B_11,28.910012956183,87.5671062281959,143.536629848829,164.548873537151,144.681059232421
ST90ORE_a12_3B_15,61.0443216847755,173.395913971506,268.361410769791,153.413114568968,128.54745721007
ST90ORE_a12_3B_17,38.7450011850425,128.194199436364,202.363064016438,123.232014498819,61.2364867148421
ST90ORE_a12_3B_18,7.04473795657691,46.9079290472228,48.2284078138996,25.8475725883865,27.9695033215655
ST90ORE_a12_3B_19,82.7922156188068,225.19847834316,422.75376487531,680.568661340646,NA
ST90ORE_a12_3B_2,36.4672571852307,133.928321983528,236.213097745205,263.522894748512,265.948160171595
ST90ORE_a12_3B_21,25.3254742252387,174.662071054503,268.873116683911,247.356087316841,220.164806300786
ST90ORE_a12_3B_3,47.8498568797639,436.178613667751,490.005764629157,367.01340833495,188.14775850438
ST90ORE_a12_3B_4,133.43206405184,364.817108652569,480.784487011547,233.560714469667,NA
ST90ORE_a12_3B_6,33.2711735901339,298.375865836271,387.374545302004,405.217589545234,301.532627272496
ST90ORE_a12_3B_7,26.5829740024305,180.662141271274,238.950769371896,333.204786628677,220.719752470023
ST90ORE_a12_3B_8,179.279762279271,341.381929679002,450.295658602396,399.029807299021,398.054866753279
ST90ORE_a12_3B_9,58.1672296824077,516.42543949829,657.084661209978,403.530300713021,248.12499099531
ST90ORE_a12_4A_1,82.2682131078831,331.23511085644,340.29931244511,293.218406081152,165.101226407586
ST90ORE_a12_4A_10,53.0766562242389,314.397543903576,368.52905636152,342.067313472721,290.884093942268
ST90ORE_a12_4A_11,43.6166299467087,186.725784405081,235.577407103378,169.559291094492,98.0804852150179
ST90ORE_a12_4A_2,81.5489989283467,185.002727317369,349.937727601393,268.280980568606,141.674314096768
ST90ORE_a12_4A_4,14.6505343255368,204.764444804493,469.627841414462,446.38548087788,454.299241504341
ST90ORE_a12_4A_5,63.101250475566,445.032661404384,712.957845771514,496.634051319476,415.077331509666
ST90ORE_a12_4A_7,24.8341393501085,105.989470807421,158.08428445281,102.695819877065,111.741428062323
ST90ORE_a15_2A_11,157.016905474575,149.067379988912,273.454324627379,232.995909996607,129.617836352315
ST90ORE_a15_2A_13,19.08253245823,178.545783759344,298.237985573491,308.246652933908,160.084856263527
ST90ORE_a15_2A_20,4.71593698486309,121.50614489664,309.489175146461,235.539664347227,96.4066855283819
ST90ORE_a15_2A_8,29.0840052468036,135.479838992122,176.807113333411,188.992284593615,153.052093040663
ST90ORE_a15_3B_1,6.50781345572114,111.536802216815,186.202870456303,126.887103006475,102.129044839456
ST90ORE_a15_3B_19,70.7006748849811,413.708295289058,449.765076927529,391.720756932587,262.749918907423
ST90ORE_a15_3B_4,85.8271075727812,237.118649600412,348.534925072866,364.156437088756,193.660794464836
ST90ORE_a15_3B_5,50.1270600047382,100.352817791388,205.864116025538,369.581374322042,248.924456740748
ST90ORE_a15_3B_6,56.9246080024189,458.789919451358,630.111918094065,715.525108380857,681.261823640682
ST90ORE_a15_3B_9,71.5599663575285,511.888245285708,661.73919742811,459.211248494282,294.53746539926
ST90ORE_a15_4A_10,10.7322287263189,126.6697114382,161.769981803125,99.1929647072592,93.9285286929937
ST90ORE_a15_4A_11,162.501332246875,238.665754740512,377.162104430178,176.361765818474,96.2247231935331
ST90ORE_a15_4A_13,22.9717895298403,276.142643236293,317.879202704483,348.572078812634,362.336761149261
ST90ORE_a15_4A_15,49.0359119487775,210.582676199361,231.594318923296,352.163636880312,293.828360579192
ST90ORE_a15_4A_17,157.945200064111,68.3614137687549,153.527130588321,144.269240119826,116.931095464732
ST90ORE_a15_4A_19,21.9866636998805,177.687958761172,251.126098370617,194.301515123825,132.755182388977
ST90ORE_a15_4A_2,35.3164349115285,98.6180110394097,121.356000444235,107.572950431458,98.6420616297163
ST90ORE_a15_4A_3,46.5598218806839,401.190442620194,576.653208928158,511.668359233044,404.158310902474
ST90ORE_a15_4A_4,63.8504126556923,238.966695383898,278.274878677098,202.956400014539,157.898820737362
ST90ORE_a15_4A_7,68.1379571708807,138.497730475924,305.058962376419,283.596813371044,139.069373526422
ST15ORE_Mad_A5,15.8820489437357,426.86552279023,535.118950258438,422.784086728133,360.519491466434
ST15ORE_Mad_A7,37.1927786889068,213.138137772551,526.046431814076,454.454021243787,301.970255945734
ST15ORE_Mad_B4,26.183744065336,51.7042355294249,126.819185633247,82.8338678823687,40.5768855826122
ST15ORE_Mad_C5,57.7145672577862,219.700774431896,280.465749763737,214.576074089879,188.59942463844
ST15ORE_Mad_D2,109.809149179206,211.804798338163,289.486793109887,190.462668380426,114.148745937837
ST15ORE_Mad_D3,8.49587634350142,22.5105609845155,41.5429320013691,40.5504919757375,20.4835042719296
ST15ORE_Mad_D4,65.62085516464,326.925908292221,400.132027871072,288.744509867051,169.217723715577
ST15ORE_Mad_D6,26.1611022099923,169.803188960852,179.654402976197,130.039902862955,97.9116243042226
ST15ORE_Mad_E1,63.1879561438143,225.806280519129,532.789914015239,461.044665641589,187.590459240115
ST15ORE_Mad_E5,29.7507890119082,367.984185642111,507.713531682099,361.696190159099,98.0529003041876
ST15ORE_Mad_F6,42.3638562105346,211.363278240312,239.595418774951,238.244233009087,137.891936944147
ST15ORE_Mad_G2,14.506043010487,100.508598058223,243.102496422781,285.197103395352,216.481292103827
ST15ORE_Mad_G4,8.45510994299887,150.184608257955,164.451933841417,154.334636709453,80.3999729917435
ST15ORE_Mad_G5,46.039524226501,115.241534994574,239.38105818921,246.553020779158,239.694839241933
ST15ORE_Mad_H2,63.8327938517033,235.691915556241,382.848334732266,825.195092124204,631.160484592787
ST15ORE_Ste_A10,43.6943816398161,528.544377669652,578.111691270676,480.618875427575,299.083731225159
ST15ORE_Ste_A11,59.9553962095199,311.931385094755,306.508974748449,185.402398541238,174.102921334457
ST15ORE_Ste_A17,46.6881085465677,319.714623649655,387.134833468844,311.192958722251,197.555232457465
ST15ORE_Ste_A20,135.764703165889,210.836697583914,331.145454748017,231.072822816772,177.707820358516
ST15ORE_Ste_A22,31.4695222364724,112.435373958713,182.90185046978,165.10671983178,111.331201582151
ST15ORE_Ste_A25,39.2116016980322,167.548295460042,253.015845464396,241.076271835943,155.286490947347
ST15ORE_Ste_A4,18.2511199030685,130.251632022523,341.723999966579,570.938278276896,545.978473451168
ST15ORE_Ste_A8,24.4282006114735,79.5021988070993,146.160403107717,107.88214982889,64.7259095913351
ST15ORE_Ste_A9,84.6131761916825,87.6942029759109,113.501892374795,70.3769872948251,46.4777466637799
ST15ORE_Ste_B1,17.4429369710675,251.988825899451,297.816634921631,291.226432399535,154.42699338653
ST15ORE_Ste_B11,57.1294353846274,48.8661912654883,213.837055232574,443.844900352625,137.766122850986
ST15ORE_Ste_B2,37.9359112825505,121.10481910377,130.359082949086,90.1076283597651,28.4621524586304
ST15ORE_Ste_B3,83.7346944656876,208.506626668286,263.093986634276,208.572961938625,119.697528049793
ST15ORE_Ste_B8,21.2900950141868,124.522412040715,214.643727409089,226.7607723375,119.446230512849
ST99CH_SW5,9.94066349876714,51.85729706734,79.6301752999254,81.2076864440439,63.2102988757231
ST99CH_SW39,346.686623100512,264.646725254853,529.259198418983,489.781419724557,375.632375387893
ST99CH_3A10,15.5017952691532,88.8594231476964,173.09612574967,197.538084930027,173.199433480126
ST99CH_3A4,20.8241544701873,90.9722411484153,229.824229681398,112.06994052516,36.7799011094699
ST99CH_3A5,29.1754951317332,106.038781177945,230.634356758796,278.65581482013,200.247505270615
ST99CH_3A6,21.5341813553868,92.9719312863498,180.722183774334,272.248953122549,233.888404897768
ST99CH_3A8,30.7960627741846,253.033431094421,509.445406721176,553.780886162165,555.502463295599
ST99CH_3A9,63.9633782932514,350.211226709304,876.271106649392,732.591408556582,380.106582132728
ST99CH_3B2,25.3862980028712,116.713159011975,192.298662468177,195.930308129186,125.152945684735
