ID_genome_file,inflection_pH,inflection_H2O2,inflection_SA,inflection_GB,inflection_18C,inflection_KCl,asymptote_pH,asymptote_H2O2,asymptote_SA,asymptote_GB,asymptote_18C,asymptote_KCl,growthrate_pH,growthrate_H2O2,growthrate_SA,growthrate_GB,growthrate_18C,growthrate_KCl,q25total_pH,q25total_H2O2,q25total_KCl,q25total_SA,q25total_GB,q25total_18C,q50total_pH,q50total_H2O2,q50total_KCl,q50total_SA,q50total_GB,q50total_18C,q75total_pH,q75total_H2O2,q75total_KCl,q75total_SA,q75total_GB,q75total_18C,day2_GB,day2_SA,day2_KCl,day2_18C,day2_pH,day2_H2O2,day4_GB,day4_SA,day4_KCl,day4_18C,day4_pH,day4_H2O2,day6_GB,day6_SA,day6_KCl,day6_18C,day6_pH,day6_H2O2,ChemsenspH,ChemsensH2O2,ChemsensSA,ChemsensGB,ChemsensKCl,eAUCH2O2,eAUC18C,eAUCpH,eAUCSA,eAUCGB,eAUCKCl
Argentina_2000_BOO35_D4a1,106.860416658912,,180.725896796454,105.770876924311,136.445252308834,119.24216406759,2.22024025580058,,2.85403352275813,5.33550057628193,3.51328302785284,2.83833276466762,0.02682822091392,,0.0156810695289013,0.0351549018172466,0.0229534980915922,0.0339532822690767,19.1551144896979,,36.9062011933298,35.4577359358256,29.835196828185,13.1926027212794,65.3364190484777,,66.2467313722319,66.3440745301084,66.7021925424112,65.2687396011143,107.61007949874,,107.939151551802,107.094451510602,105.827503155434,107.100239655693,0.6459875542568,0.293254190173004,0.251720065067601,0.389031204154141,0.363189875907896,,2.14251585569462,0.60497434261997,0.85808041201839,0.997621268285034,0.948970126244642,,4.22427918498582,1.01265691365226,1.96508405667673,1.90062626642829,1.61484483821525,,,,,,,,115.282523069315,105.118966568974,71.7655768624431,240.751809307502,103.344647011897
Australia_1979to1991_WAC2782_3t,38.6401189081822,54.8780488157993,209.35619384596,52.3334527643974,63.2551202011216,115.690679191454,1.15746166009516,1.12092392474087,3.32995053258661,1.06527122028772,1.07549168638392,1.25864098353646,0.0664343793793417,0.0447458497059863,0.0180357184531209,0.0463395041580836,0.0309838899016195,0.0277041284905532,31.8120901671873,33.3082001879551,34.0213890557551,17.6322985252816,33.0016646731944,31.5719052957432,63.5157569226271,64.9958437129119,63.7527613789325,,64.2901034381365,63.3813633539831,,106.290942170943,108.630752981157,109.550742020253,105.617186131309,111.533478865446,0.469760701587489,0.147317198337562,0.166255750380291,0.417659030742864,0.725531106309423,0.462956353224151,0.938609072467795,0.371236548105098,0.454088767690669,0.780032982126013,1.15055839502818,0.970004694443375,1.02274176688801,0.75535673716242,0.851807536349619,0.979310384087183,1.09518821160815,1.09016057250151,1.42160683019485,1.15703538900558,0.383011360730255,0.795916947735109,0.60899257886738,99.1279382449876,85.6740763393449,121.794852094648,46.6488120307113,96.9385869290213,52.1748766919784
ST01AUS_1C8,92.8211276869958,111.119576096644,,,93.5152457063687,143.78691350539,4.17861434716871,4.14873060177549,,,3.1490484236059,2.27581954607381,0.0383851269781024,0.0464895789218139,,,0.0520202401957312,0.0261830610759807,31.5079119853111,6.79521875543486,28.6515602160076,36.8547886189909,35.6850106470573,25.2532299779136,63.0487450980945,68.2636777552098,64.4807327730894,65.6540679599497,64.7341068071691,64.9472871229045,109.481810541735,109.734765054782,106.164746308139,106.835191965683,101.311328451438,112.355319029905,0.542896145936552,0.255513260037474,0.177541027629764,0.321707107770469,0.629810790183428,0.25523758828393,1.48737896260959,0.448055996397473,0.482764678477694,1.65136565863483,2.20985298298628,1.36922613930969,3.44670548003557,0.718220771045892,1.13518798157397,2.93164557282317,3.67502030388973,3.44244541931839,1.35670782762079,0.946833080381409,0.243841610103293,0.760459037480897,0.359184523029141,159.555835986737,168.515274014786,228.625991329523,55.7485298372523,173.860701309565,60.5280783201259
California_1989_CD22A_ST35,46.9141590691411,64.5848769379036,129.663884004833,65.552461212843,46.9247528918183,85.8039260612427,2.94742644787405,2.47550462208299,1.98043814028166,2.4909262813212,2.28395763722429,1.91289390552128,0.074712918820104,0.0621685624353793,0.0398293213734087,0.0409957666753821,,0.0457738431214781,31.8303463634916,28.1954402938058,35.7430444165059,12.2668309921136,31.6917324962535,29.9297508187831,65.1890266495705,67.0885754633708,64.8485548423403,64.1328074870015,61.4507587409496,64.3370616006183,,107.214242521035,109.386352456419,106.019530901801,107.094779265906,104.438286171802,0.927030322249136,0.10086811092521,0.297444859298231,1.1826964790022,1.52454998708489,0.681207774391804,1.82095337757287,0.398966761798696,1.16524008642444,2.19556991176119,2.85044361651904,2.02713390077372,2.48489201168853,1.27218798643278,1.74861026465693,2.34995436026112,2.91909848647211,2.65079462517175,1.29085632693168,0.868620404914505,0.189050736094902,0.67414404949267,0.524560102735161,193.159399189669,222.37492706458,287.054081552284,54.2677854165054,193.515800961056,116.64901458672
Canada_1992_CNRD_3a_1,49.3111290604329,98.5718932081888,102.866864089736,68.628149909652,80.3453246601185,101.790641565974,2.39547519877738,4.40493186733636,2.05318545901319,3.01374027232408,2.80924862190439,2.3130193726754,0.085504879488361,0.0452833079458355,0.0400898488775919,0.045177573132479,0.042077093730828,0.0532088649034718,32.2918313442838,35.9299689021249,35.8550427562403,36.8978481851906,33.1552094938955,33.466201905002,65.6491693017926,67.293836315103,66.0487227518464,63.607719380738,65.4356050133811,65.301903707689,103.181849746563,108.364005994907,109.428055945063,108.47652241373,107.497166208782,108.685085015732,0.901921624631569,0.202554784267515,0.157605928979443,0.621487774526959,1.12930256059982,0.413893235887708,2.22090201211273,0.891575676907827,0.972644691933651,1.78334701110915,2.30556918078707,2.04884937046359,2.95913431677601,1.71371051304151,2.11401578195097,2.64497869162243,2.43057629826428,3.95859572615761,1.25250156737816,1.16631180794998,0.421735578670868,0.994322559735619,0.575338171640012,212.231508081159,181.968069460085,227.915292211534,96.1199876487712,226.621316754664,104.693176380028
Chile_1995_STCH95_1C3a,47.396869177989,90.954705768648,,88.578034168857,52.7359310964784,85.1718920273155,2.84098426464867,3.07024109398344,,4.51637620241088,2.27357588982581,1.66830140893039,0.0826460118659729,0.0405766172285829,,0.0344363169630057,,0.0647940751774311,30.3013935454636,36.2689534698594,36.2105401920694,,29.4948300460758,30.4065511634459,65.7696742819563,66.0221137170572,64.5394866900121,,63.4219033963974,64.294627002212,107.423160864303,107.929815605611,114.615415805279,107.591585218622,104.433388702697,103.625975128646,0.986000499557649,0.0864741569122612,0.214776202721858,0.961985118215995,1.44996997296461,0.36367661758883,2.42516920895017,0.162855255806192,1.07114642285899,2.09245641508577,2.64880189019273,1.72049638540081,4.01862743229444,0.365057107373156,1.53835286564018,2.43215777410705,3.02151563626414,2.92477017456056,1.33204301662622,0.808838936852164,0.081540808072245,0.957146761797416,0.502294409249825,166.905122876452,206.351493816572,274.869066308754,22.4130457808793,263.090036735703,103.649201684414
Denmark_1994_STDN94Gw8,78.9938027643962,,91.7481500953081,66.4395841872968,81.1041324022172,102.516394113791,2.03372980935231,,0.903415956965241,2.32961379110897,2.3084800322829,1.73656107494231,0.0410457401242261,,0.03072493468679,0.0507353411073015,0.0475711151542394,0.0337986180868286,33.1426977641534,,34.6150413733148,20.91047796396,31.0263484073254,33.3595532650863,64.7241040582057,,65.655538726596,64.4653066649881,66.0050757418628,65.4455641380557,106.113366402781,,107.574285849162,107.79842052403,104.43674228698,103.11115174425,0.663393676907624,0.168646814665769,0.246832167855902,0.425180950464304,0.460777784030618,,1.87592691890186,0.486811248570395,0.765665100425638,1.49776554676544,1.33017257930358,,2.17017491784023,0.727977834937276,1.39282728197515,2.16598894468588,1.92978615477666,,0.901500394165145,,0.388870999949054,1.36777195069566,0.559975374551335,,148.56928766477,133.935271390625,52.0835429141202,183.192907416908,83.1951425069046
Germany_1992_GEH_1a_1,74.6889524635744,99.7630401242209,,101.020909603404,98.7606408265727,111.97001018516,3.26608926317875,2.29002628518242,,6.18017337056207,1.90899929846273,0.93883490172434,0.0593455476063626,0.0571959984973428,,0.0459797439638266,0.032261695418745,0.0325888883454837,20.5242212567443,39.774357732829,19.8053624552399,26.4502422615977,3.07989404357612,34.2808935604227,66.6712289121113,66.8174522596083,67.2473955640155,,61.704144582407,65.8574814197224,106.645693447158,106.919568951308,107.766055723832,98.3660362202811,105.707474381586,104.808709387234,0.405531986068455,0.107168204877578,0.0918854251423899,0.295654844182339,0.549037692909912,0.0929890154549639,2.78741873407911,0.133600962959476,0.3454972312712,0.907709917489133,2.45562532076918,1.03278029245416,5.49955817326044,0.197993975748523,0.685654323452422,1.55591008028187,3.26258956419362,2.1582383614422,2.33045346859615,1.08625101805062,0.0840775071133246,1.26493898100377,0.405417482600316,105.797313642491,97.3967452130484,226.978582711724,19.0837934025173,287.114057125049,39.4863432577385
Indiana_1993_I21a_1,42.5739372167595,52.7801806968221,139.489946098491,60.7651260543082,37.2913557258518,81.4098124416564,0.840534968018837,0.718617587341458,0.494088803042212,1.14391704665321,,0.54907542491105,0.0471877866003659,0.0573334676663428,0.0169960390563687,0.0324665036402493,,0.0359972528874688,33.5574618179903,30.8666345432154,36.4656485798533,35.7615901456096,33.3210339875887,29.9691375569071,,67.2601863413478,65.7041976070079,65.3021481832555,60.4309922080958,62.3659295336383,107.146169550184,106.894967639598,111.928463740147,106.922722297817,109.558984237126,98.2861436976073,0.514967416599764,0.0804876683607424,0.125457467668571,0.457877444964279,0.508428978934514,0.328661629804969,0.823697784383962,0.161295882083409,0.345064607928619,0.667660619809067,,0.645058605818004,1.09925723968169,0.251906044842393,0.476957146277182,0.639673461447474,0.866614575827213,0.716452111367532,1.17458611952968,0.921393323449102,0.227787366289567,1.12401864377048,0.507705957744661,65.0796365500594,70.6317648433171,82.9630905828448,18.897943903109,93.2520605599367,35.860167816972
Iran_2001_STIR01B_106a,62.6743109977913,113.769469509899,,79.6948189498043,80.1810470244054,234.092737945863,1.07388323899176,1.09151425845969,,1.53002636678653,1.19285988852621,1.30650890782674,0.052724027245155,0.0501660776129785,,0.0385222883761036,0.0325852665107751,0.0138273502688929,24.4634050860006,18.885442858848,26.1206591491456,,16.2410603159034,29.107740853059,65.5308417746309,67.29469680999,67.3538389217629,,64.9306644061202,64.0683989399953,107.239534283584,107.664208505574,107.370671311322,,108.291459323109,111.353960214864,0.334948681131106,0.116284866671485,0.0826529392877395,0.289852034089581,0.323031748363981,0.0457644695196385,0.98680451044176,0.135012709396924,0.170141497528995,0.756608116978401,0.915450410927996,0.322683626888202,1.39488958528331,0.267733635967307,0.28531320087921,1.04410855136032,1.03766417275524,0.907212301910225,1.11454397410494,0.490703814747613,0.240415838468796,1.14579437658097,0.259754445790857,38.7870428805305,79.0436954326106,88.0976744354026,21.1800762665383,100.941819957945,20.5319513003591
