ID_genome_file,Mean_grey0C_08dpi,Mean_grey0C_12dpi,Mean_grey0C_15dpi,Mean_grey0C_19dpi,Mean_grey18C_08dpi,Mean_grey18C_12dpi,Mean_grey18C_15dpi,Mean_grey18C_19dpi,Mean_grey30C_08dpi,Mean_grey30C_12dpi,Mean_grey30C_15dpi,Mean_grey30C_19dpi,Radius0C_08dpi,Radius0C_12dpi,Radius0C_15dpi,Radius0C_19dpi,Radius18C_08dpi,Radius18C_12dpi,Radius18C_15dpi,Radius18C_19dpi,Radius30C_08dpi,Radius30C_12dpi,Radius30C_15dpi,Radius30C_19dpi,Ratio0C,Ratio18C,Ratio30C,SporespermL0C,SporespermL18C,SporespermL30C,GrowthRate0C,GrowthRate18C,GrowthRate30C,Std_grey0C_08dpi,Std_grey0C_12dpi,Std_grey0C_15dpi,Std_grey0C_19dpi,Std_grey18C_08dpi,Std_grey18C_12dpi,Std_grey18C_15dpi,Std_grey18C_19dpi,Std_grey30C_08dpi,Std_grey30C_12dpi,Std_grey30C_15dpi,Std_grey30C_19dpi,Interceptx0C,Interceptx18C,Interceptx30C,Max_grey0C_08dpi,Max_grey0C_12dpi,Max_grey0C_15dpi,Max_grey0C_19dpi,Max_grey18C_08dpi,Max_grey18C_12dpi,Max_grey18C_15dpi,Max_grey18C_19dpi,Max_grey30C_08dpi,Max_grey30C_12dpi,Max_grey30C_15dpi,Max_grey30C_19dpi
ST01AUS_1F3,106.906153846154,85.80728125,86.991935483871,74.3474827586207,108.792571428571,96.061,96.833125,81.1410434782609,115.194105263158,103.08652173913,100.686434782609,82.5476521739131,0.494032030391868,1.14862046543369,1.53568254668726,2.15954207518069,0.504910557906277,1.1904128224639,1.65520143633214,2.45996191984407,0.508655732954823,1.10450382920839,1.57396272400563,2.27864366431363,0.224745762711864,0.347826086956522,0.148181818181818,269430.625,266080.375,342837.125,0.159850972650859,0.196377753405641,0.169909199804662,7.12861538461538,17.5115,20.4141612903226,21.275,8.68657142857143,17.3989166666667,21.611125,24.5070434782609,8.228,14.5602608695652,21.1959130434783,22.8598695652174,4.71697540176926,5.59979967113282,5.00423485960615,136.576923076923,149.78125,155.58064516129,158.034482758621,142.904761904762,157.166666666667,165.333333333333,177.130434782609,145.631578947368,153.652173913043,168.826086956522,165.869565217391
ST01AUS_1F8,148.153,146.229,99.5802352941176,67.6188235294118,150.08,150.072,110.192913043478,68.7694347826087,150.731,154.523,133.291,84.5065,0.401467684338217,0.95955374072815,1.33320867137074,1.85707874530826,0.410480373606091,0.977777736134419,1.38196765764607,2.02528789791847,0.386891182945335,0.884556600624137,1.27913738942757,1.86092896402792,0.114838709677419,0.423255813953488,0.0651612903225807,279236.625,635126.5,346764.375,0.136892479985377,0.151014616481208,0.144629461411589,5.85769230769231,6.956,14.8248823529412,15.5158235294118,5.82072222222222,7.03413636363636,14.5141739130435,16.1110869565217,5.2605,6.425375,12.7761111111111,20.1159,4.98404256110503,5.4379183279219,5.24374559757786,185.0,177.266666666667,147.352941176471,146.411764705882,185.722222222222,188.909090909091,161.739130434783,149.608695652174,183.25,189.375,178.0,163.2
ST01AUS_1G2,126.424391891892,111.844116883117,89.6002898550725,79.4424666666667,125.913454545455,112.672333333333,93.74565,84.6298947368421,126.56004,119.992826086957,99.8730869565217,85.41,0.440373430597906,1.36282883719549,1.99242872130483,2.87199126245111,0.45585254644264,1.47515449466439,2.18479579672012,3.27408850673581,0.470375764275623,1.43565394945063,2.0223765925907,3.01642950269329,0.476,0.403294117647059,0.164615384615385,216236.75,489897.0,275802.875,0.22131983347306,0.243637677870907,0.234641518930301,8.99458108108108,16.4967532467532,18.6182463768116,17.9591,8.83609090909091,13.556625,14.5479,19.0416315789474,8.3888,13.8911739130435,15.3377826086957,17.16975,5.66737346852864,6.27021952955117,5.45075219227222,150.121621621622,149.480519480519,143.695652173913,148.866666666667,149.181818181818,148.833333333333,142.9,162.315789473684,150.48,155.130434782609,144.478260869565,150.5
ST01AUS_1G5,142.624083333333,148.505916666667,128.640782608696,112.007391304348,128.013588235294,134.025941176471,112.870571428571,93.5896,134.5472,138.93419047619,122.861409090909,103.360761904762,0.501042217285593,1.21745555070006,2.08990014616718,3.19630768771508,0.551241300903033,1.34484439101264,2.17010510831109,2.90759108273032,0.525924704730933,1.27537266007129,2.00908180789359,3.16189357179331,0.168936170212766,0.225396825396825,0.183809523809524,151882.5,262478.25,103116.5,0.232422612638029,0.237632836778597,0.265309344950946,7.298,7.75045833333333,16.7392608695652,18.3483913043478,10.0236470588235,12.5532352941176,23.4007857142857,23.9151333333333,8.6044,11.9953333333333,19.8477272727273,19.401,5.91159561483845,5.78232253255616,6.51143827722255,172.083333333333,179.916666666667,177.608695652174,172.608695652174,164.117647058824,174.941176470588,184.928571428571,172.866666666667,171.8,177.904761904762,175.272727272727,163.619047619048
ST01AUS_1H2,148.912,139.011222222222,135.393555555556,139.230166666667,145.466953488372,132.507595238095,133.624394736842,138.815529411765,154.998,144.34475,142.69875,144.17975,0.748698798879469,2.05435955225639,2.8552459856384,3.89262178536381,0.860970341957119,2.23275906305044,3.04628231113032,4.00154182662813,0.819338483144552,2.59079321440907,4.03958720720989,5.72719032679582,0.210612244897959,0.532229299363057,0.0292307692307692,1190053.125,1278141.25,1513042.875,0.302658074575734,0.256088750705322,,6.88745,11.1295185185185,10.9802962962963,13.4944583333333,10.8479534883721,11.3145238095238,11.9953684210526,13.598,3.758,8.52225,8.23525,16.8775,5.04352382502377,4.67594886440917,,169.65,189.740740740741,181.518518518519,187.5,178.093023255814,179.904761904762,177.657894736842,184.411764705882,185.0,181.0,184.75,230.5
ST01AUS_1H6,160.257632653061,148.212183673469,108.614270833333,93.6887551020408,159.190888888889,153.077333333333,118.693,126.284375,159.0154,146.555722222222,113.610622641509,98.2619433962264,0.433929015706053,1.11448032178063,1.54278540385739,2.18546017052054,0.402052955710546,1.07656003570266,1.63859515613124,2.67920998362665,0.447431663096871,1.20257025929995,1.657466084405,2.40810529072542,0.344102564102564,0.124571428571429,0.362325581395349,450543.625,947297.0,367751.625,0.165709395521459,0.201113694173808,0.171706979765239,5.97369387755102,7.49051020408163,19.7287083333333,23.8027346938776,5.28211111111111,4.566,15.8721111111111,17.478625,5.83307272727273,8.40094444444444,19.9335471698113,26.2569056603774,5.37607811717684,6.26266980357174,5.16971035865065,202.244897959184,178.816326530612,159.854166666667,173.30612244898,194.555555555556,176.888888888889,165.111111111111,181.875,195.981818181818,181.12962962963,159.679245283019,182.433962264151
ST01AUS_1H8,140.307666666667,125.672833333333,102.9975,91.6616666666667,140.7132,123.944416666667,106.682916666667,92.3436363636364,132.577666666667,131.496666666667,109.341,94.2613333333333,0.496171270480882,1.12537402173134,1.6957216643359,2.49562494670087,0.425739793446117,1.02981396176652,1.56059168708448,2.3658406677172,0.386010465817556,1.1106738728367,1.81619470208831,2.76192337978748,0.0466666666666667,0.232,0.0333333333333333,71823.375,75506.625,125230.625,0.184952551264723,0.1866197224328,,4.45716666666667,17.909,19.5105,19.074,4.2378,15.0218333333333,18.2156666666667,17.705,3.86633333333333,12.443,21.2816666666667,23.0153333333333,5.35937582321289,5.96380564960061,,157.666666666667,156.5,153.666666666667,149.166666666667,157.0,154.833333333333,151.833333333333,150.636363636364,150.666666666667,161.666666666667,174.666666666667,157.333333333333
ST92ISR_Ar_11g,134.2434375,106.546294117647,93.8092352941176,86.8760588235294,133.213666666667,111.856702702703,104.611342105263,88.7699333333333,140.430571428571,108.2339,87.4407272727273,77.4973333333333,0.380198082067913,1.14822433021027,1.87769285225243,2.77013933032444,0.457744200603528,1.11965199332281,1.76316886791148,2.59937637570684,0.36945683640128,0.999865983314525,1.59577528519905,2.28992136262312,0.123880597014925,0.868368794326241,0.096,752008.75,969215.125,1051352.0,0.248707441487975,0.222344900320867,0.165128756874398,5.4656875,22.2495294117647,20.3265882352941,17.5977058823529,5.64830555555556,14.9782162162162,17.0065526315789,18.6354333333333,3.95328571428571,19.5736,19.3207272727273,15.598,6.9905516015507,6.20840171927385,5.87199347453039,151.8125,161.882352941176,170.235294117647,153.352941176471,152.444444444444,157.216216216216,159.236842105263,154.2,153.571428571429,154.7,159.818181818182,144.083333333333
ST92ISR_Ar_11i,153.5556,147.483777777778,127.784666666667,85.3175263157895,154.440021276596,141.964558139535,104.856444444444,76.2642558139535,154.878911764706,146.83096969697,129.1916,80.6429117647059,0.60320977319116,1.5738196724121,2.26851426178979,2.74933242117061,0.660258005275615,1.58726780435123,2.02765512601726,2.46974140925231,0.625121488674704,1.55072293298027,2.22136550693567,2.80747307812448,0.1528,0.653932584269663,0.247352941176471,376497.625,478085.5,344971.625,0.213505454126109,0.16698083603945,0.19224411784424,4.3876,4.75444444444444,10.1252777777778,10.3856842105263,3.82406382978723,6.19751162790698,10.333,10.129511627907,4.57620588235294,5.48254545454545,9.33234285714286,9.13202941176471,4.71959576447121,3.23616418718167,4.12784582173035,177.45,181.666666666667,177.111111111111,138.210526315789,173.31914893617,185.302325581395,153.577777777778,137.372093023256,182.794117647059,183.69696969697,183.857142857143,134.205882352941
ST92ISR_Ar_12d,154.819613636364,140.021142857143,132.14515,113.869289473684,155.120492307692,137.004619047619,129.599101694915,113.358192982456,155.016617647059,139.491676470588,132.579764705882,116.7965,0.53825166785218,1.28492828685565,1.75056883321688,2.32081473527442,0.603728558785748,1.33846737515636,1.8205314208464,2.31995434924142,0.537056449141231,1.28294217268786,1.77178700664715,2.32428276776929,0.282926829268293,0.858360655737705,0.250588235294118,629353.5,495525.375,423186.0,0.172840099038994,0.160081291607164,0.165413713923476,5.01247727272727,7.98359523809524,7.847125,9.18926315789474,5.39906153846154,8.42539682539683,8.19810169491525,9.37933333333333,5.39602941176471,9.45129411764706,8.98717647058823,10.9361764705882,4.45432421588841,3.80036770357447,4.14474409596364,186.272727272727,173.47619047619,169.1,157.526315789474,190.076923076923,180.079365079365,165.152542372881,158.263157894737,187.088235294118,184.676470588235,172.411764705882,168.147058823529
ST92ISR_Ar_12f,157.241605263158,136.617735294118,119.7265,92.96,155.279532608696,132.234966292135,110.008352941176,84.53788,155.941941176471,136.082621212121,116.267126984127,95.2290476190476,0.667168145978869,1.59267293872884,2.302855400669,3.24981416060172,0.712150587652631,1.6577272348789,2.50488480604249,3.43630593179532,0.661478734447225,1.57037551640257,2.40903985180768,3.42455912763281,0.192846715328467,0.899354838709677,0.276461538461538,323706.621350365,737364.948313783,368923.692307692,0.23866264615007,0.248247385748029,0.259331255693557,6.01586842105263,16.3773823529412,19.1471764705882,16.1549677419355,6.15338043478261,16.1789325842697,21.8445529411765,18.21384,6.02745588235294,14.9681818181818,21.1851428571429,19.7056031746032,5.01524081916882,5.10412696883306,5.27439299800972,190.657894736842,190.852941176471,175.558823529412,154.41935483871,182.239130434783,185.191011235955,169.588235294118,151.4,186.323529411765,181.893939393939,174.825396825397,166.809523809524
ST92ISR_Ar_15a,146.801451612903,130.287363636364,103.242323529412,75.7738529411765,148.281842105263,137.732,111.357944444444,77.9849444444444,147.4725,135.44525,119.60025,92.2465,0.712932813600938,1.88295737334121,2.58339278086349,3.37386312624088,0.756254987289839,1.95642237505579,2.88992243376648,3.91002516467015,0.529865465431814,2.23634470467778,3.25710776004263,4.51993205097682,0.229090909090909,0.328,0.05,1881847.0,2190316.5,2246899.75,0.276603138931024,0.279253219827504,0.352052995796722,5.50174193548387,6.43187878787879,16.2370294117647,19.6496176470588,5.27384210526316,8.65535,17.8932222222222,19.9672222222222,5.86525,9.495,14.4205,21.056,4.93176840626417,4.82884360552308,5.85591870818197,187.612903225806,170.333333333333,180.705882352941,172.205882352941,186.684210526316,165.65,176.611111111111,163.888888888889,185.25,191.0,196.25,186.5
ST92ISR_Ar_15c,158.980669172932,127.421768211921,65.1631621621622,60.9153823529412,155.728,134.688227272727,89.5890476190476,64.1857916666667,157.017712121212,135.729027777778,71.4667424242424,44.1190833333333,0.537650627071925,1.84263958706079,2.31886081278912,2.48613946427662,0.668359922913293,2.70155939077225,4.0547644242119,4.10321771373175,0.5387433849513,2.18902830027565,3.29645077118729,3.78326410721757,0.986666666666667,0.336521739130435,0.482166666666667,722730.0,970940.125,635126.25,0.155139704772546,0.413960087880621,0.371091675399891,5.8981954887218,16.2049470198676,10.9748648648649,9.85254901960784,5.46188,19.4141363636364,23.3307619047619,12.7749583333333,6.29960606060606,16.2015972222222,18.7537424242424,10.5817222222222,-2.63248126441474,4.92211034139577,5.7119674983775,198.398496240602,174.980132450331,127.709459459459,121.754901960784,193.52,195.772727272727,172.238095238095,146.541666666667,199.69696969697,191.444444444444,152.772727272727,146.694444444444
ST92ISR_Ar_16a,145.885222222222,148.207363636364,122.268857142857,89.5423846153846,148.497083333333,149.210166666667,129.790181818182,104.2795,,,,,0.526586385641466,1.3544070440185,2.29855008727801,3.85051979523564,0.601525055626077,1.47123425454745,2.55987902976551,4.62715471308247,,,,,0.25136,0.157333333333333,,749198.75,1115131.0,,0.312728639711842,0.308851260300576,,6.5967037037037,8.70393181818182,26.0738928571429,29.0865,5.19041666666667,7.51858333333333,23.6814545454545,33.2787,,,,,6.85935798564822,6.40100054923822,,182.925925925926,183.227272727273,193.964285714286,178.615384615385,180.916666666667,197.0,204.181818181818,196.7,,,,
ST92ISR_Ar_16h,150.4988,139.648,132.5422,113.223,147.25795,136.910789473684,129.180789473684,87.9796842105263,146.877583333333,138.996130434783,127.537,91.8888181818182,0.804481371291676,2.41883271745403,3.32115828100917,4.12585083959949,0.759606103871043,2.29322597918852,3.09028096055494,3.84328828651552,0.765725863161363,2.2792008790851,3.17291015736515,4.01964440001838,0.068,0.258181818181818,0.18,430077.25,259082.63,233174.25,0.327231863677145,0.28096503996898,0.324649585950336,6.6995,8.9401,22.0548,30.4767,5.15065,9.75173684210526,23.8278947368421,22.3408421052632,5.47675,11.2369130434783,22.9130909090909,21.9455,5.27288722879365,4.75172048209479,4.69663153890332,192.1,191.6,186.7,184.2,182.1,186.789473684211,186.105263157895,163.684210526316,183.333333333333,183.95652173913,176.909090909091,157.909090909091
ST92ISR_Ar_17d,162.292666666667,149.975580645161,133.5335625,105.607076923077,160.640512820513,141.019722222222,127.175352941176,114.072071428571,161.401311688312,142.201842857143,128.5875625,,0.564265480671418,1.91692382097188,3.40864673464505,5.48919694152237,0.685531923192686,2.00585614299572,3.43060223496617,5.67154638556114,0.677059662879625,2.07222698195031,3.82579293755448,,0.305660377358491,0.493333333333333,0.453435897435897,866096.25,1436378.375,1002563.625,0.462441129868455,0.474307257886907,0.428680411144313,6.97753333333333,17.1737419354839,19.2505,11.7455384615385,7.35048717948718,18.9823333333333,20.0929117647059,18.0447857142857,7.3675974025974,18.5465428571429,18.5160625,,7.01778965813591,7.28265448364444,6.49989075510023,207.733333333333,207.677419354839,205.59375,169.461538461538,209.589743589744,201.055555555556,207.882352941176,210.357142857143,211.116883116883,196.928571428571,199.416666666667,
