ID_genome_file,Std_grey0C_08dpi,Std_grey0C_12dpi,Std_grey0C_15dpi,Std_grey0C_19dpi,Std_grey18C_08dpi,Std_grey18C_12dpi,Std_grey18C_15dpi,Std_grey18C_19dpi,Std_grey30C_08dpi,Std_grey30C_12dpi,Std_grey30C_15dpi,Std_grey30C_19dpi
ST90ORE_a12_3B_9,4.80885873015873,14.8773261904762,19.4677604617605,20.3574995670996,4.73466574074074,16.9855384615385,19.4539038461538,20.7434444444444,NA,NA,NA,NA
ST90ORE_a12_4A_1,3.03700970017637,16.319747008547,16.5856583638584,19.6431012263099,3.07451215106732,15.1799081007115,16.2052562282607,20.6714674603175,3.01982287581699,14.9324818627451,16.7522851851852,20.0704117647059
ST90ORE_a12_4A_10,3.75366666666667,14.8692777777778,18.8903888888889,17.650725,3.72125998547567,14.1016022208803,16.0524720634921,17.0135,3.463,13.3686948717949,16.0795213675214,17.3985303030303
ST90ORE_a12_4A_11,3.57752037037037,13.8392897435897,19.8085498168498,17.2596203703704,3.75852074314574,10.5435871212121,17.1868784716733,19.5851572390572,4.05060067016317,14.3467435897436,20.5899259259259,20.7703267973856
ST90ORE_a12_4A_2,5.88479545454545,22.4342678571429,22.2794682539683,21.6675904761905,4.78914285714286,22.7724,22.6127555555556,22.7603333333333,5.88089743589744,19.1872469135802,21.2243525925926,21.0561694186447
ST90ORE_a12_4A_4,3.98774141414141,20.740309610984,19.2116181995393,18.0561193783069,3.20242307692308,15.2896277777778,27.5699333333333,21.2839166666667,3.3773869047619,18.8023853114478,20.2379168350168,21.4664576719577
ST90ORE_a12_4A_5,3.53724216524217,21.6807984977985,27.0998246568247,20.8062996632997,3.8386341991342,19.4184349206349,22.1583571428571,19.5831106166151,3.84607857142857,20.1765410216718,20.5467050657895,15.9275221322537
ST90ORE_a12_4A_6,4.39097222222222,19.4914666666667,24.5920833333333,21.4631888888889,4.89341111111111,23.8366074074074,24.2562583333333,21.5383888888889,4.94981196581197,20.2609886039886,20.0592091168091,19.904412037037
ST90ORE_a12_4A_7,3.73789603174603,15.0500476190476,13.5671865079365,12.9156031746032,3.90608148148148,13.7199828282828,12.9504181818182,12.1227882154882,3.8416,16.2004696969697,15.7105090909091,13.0849545454545
ST90ORE_a15_2A_11,5.3895,24.5953333333333,24.4015,20.6981666666667,9.19463377192982,20.3494398148148,20.6030506535948,17.6809388888889,10.5672857142857,24.4633253968254,21.9322063492063,17.5827936507937
ST90ORE_a15_2A_13,4.15758333333333,31.08075,26.4599166666667,19.8821666666667,3.99012222222222,29.8056,22.5605814814815,17.3418296296296,3.92884761904762,30.2077478632479,18.5232962962963,16.8703689458689
ST90ORE_a15_2A_16,5.42530555555556,15.4856388888889,19.3308412698413,19.0802222222222,4.80782826086956,14.7865391509076,16.3716361598441,17.7580941846824,5.2975,12.827,19.5995,22.8175
ST90ORE_a15_2A_20,3.718,23.998,22.9315,20.12,NA,7.732,19.494,22.684,NA,NA,NA,NA
ST90ORE_a15_2A_6,3.0028303030303,22.9012525252525,21.5358363636364,15.9045060606061,2.90503333333333,23.1763194444444,26.3307777777778,15.5438833333333,3.37247301587302,24.1798194444444,27.40515,18.8299305555556
ST90ORE_a15_2A_8,3.25596655518395,15.8301060606061,19.1434848484848,17.6855151515152,3.59031481481481,13.5979481481481,16.5261046176046,17.6970492063492,3.30616879795396,11.0334870509607,15.8075383597884,19.9199523809524
ST90ORE_a15_3B_1,5.13660317460317,NA,13.0610277777778,16.1206666666667,4.74223333333333,NA,15.3369166666667,18.1593333333333,NA,NA,NA,NA
ST90ORE_a15_3B_19,4.04271944444444,19.1159916666667,22.0426481481481,20.6212698412698,4.32149074074074,21.1145648148148,19.3111418350168,18.3883531144781,4.21601262626263,21.3507200854701,19.5590064102564,17.9095858585859
ST90ORE_a15_3B_4,6.03239601139601,14.3179949494949,18.9382703703704,18.6573174603175,4.9262331791016,13.2989866274077,17.6005564102564,19.417362962963,5.55194814814815,14.5922305555556,20.4611907407407,18.6859305555556
ST90ORE_a15_3B_5,3.71121111111111,4.43246296296296,5.65391388888889,10.5020666666667,3.8702,5.03746666666667,6.5334,11.3405925925926,3.61062592592593,4.2673537037037,6.15827685185185,12.4632768518519
ST90ORE_a15_3B_6,6.68600634920635,7.53569285714286,10.2582599206349,13.326827020202,6.20926111111111,6.68989880952381,8.7588869047619,14.0219502164502,6.46071828389475,7.14373547008547,10.6259222222222,15.4396306878307
ST90ORE_a15_3B_9,5.4711,15.9356616161616,28.5705454545455,29.5104545454545,5.14511182336182,14.8605233918129,23.9501907894737,22.4657453703704,4.69920301952198,14.968774021164,23.827777682811,25.5001363392378
ST90ORE_a15_4A_10,5.29655555555556,NA,18.6633888888889,16.9234523809524,6.39664656432749,NA,15.9704765234765,22.8197676767677,5.29440227920228,NA,19.0466282051282,22.491921957672
ST90ORE_a15_4A_11,4.27491572871573,7.06399603174603,15.3190982142857,21.6726455026455,4.18113492063492,6.26346825396825,13.5444920634921,21.1177393162393,3.77053418803419,5.62590196078431,10.5131668028322,18.1650949268596
ST90ORE_a15_4A_13,5.2095,6.48147777777778,20.1033888888889,21.1510555555556,4.78817320261438,11.4146742081448,19.3947703754579,17.2308898046398,5.07,5.225,19.691,30.384
ST90ORE_a15_4A_15,3.28753267973856,16.4918795801149,19.813333543771,18.2167166666667,3.16184920634921,17.2635555555556,22.4516805555556,22.5682916666667,5.302,25.224,24.833,21.901
ST90ORE_a15_4A_17,4.4305,21.6766666666667,22.4585,18.65,8.25189444444444,20.5824841269841,21.6266626984127,20.2839444444444,8.90694444444444,18.5847222222222,19.2098425925926,20.4912840909091
ST90ORE_a15_4A_19,4.69946666666667,8.71425,20.14625,18.8375,4.42251481481481,9.04983006535948,19.7184930555556,16.758019047619,5.11253174603175,7.53510582010582,20.572246031746,18.5257777777778
ST90ORE_a15_4A_2,2.89425081699346,16.6876502849003,18.356976147343,18.2940291666667,3.34561904761905,18.1037864612512,18.2241441692466,20.5804619047619,3.05996939988116,17.0463397222222,17.8062266666667,20.2310726495726
ST90ORE_a15_4A_3,6.73375,6.87275,13.3519444444444,17.0363333333333,4.78004146730462,9.65380041659065,15.1523828725038,17.5335688271605,4.04816666666667,7.45217777777778,23.3092301587302,24.2927777777778
ST90ORE_a15_4A_4,6.70266666666667,15.2701666666667,27.2926666666667,30.0625,6.67358333333333,16.4656583333333,24.4907083333333,20.8957833333333,4.299,10.9656388888889,21.0853333333333,27.4371388888889
ST90ORE_a15_4A_7,4.37418518518519,20.1754246031746,24.2932222222222,19.6517925925926,5.39667619047619,24.7230666666667,23.3034027777778,21.392946031746,4.48875,22.4974333333333,23.0602884615385,19.9143722222222
ST99CH_SW5,3.5611,NA,27.8432111111111,31.1699444444444,3.61633333333333,NA,27.4831666666667,30.7695,4.859,NA,25.291,30.509
ST99CH_SW39,6.83355555555555,24.1252222222222,24.3407777777778,21.855,9.822125,25.058125,23.69775,20.435,NA,NA,NA,NA
ST99CH_3A10,7.15066666666667,23.1006666666667,20.464,16.3023333333333,10.8669333333333,21.7863962962963,19.1572571428571,15.1096388888889,15.1950375661376,21.8477023809524,19.0128685064935,14.1181150793651
ST99CH_3A2,4.39486406926407,10.7632462121212,13.3970833333333,15.4032222222222,4.44597380952381,10.9004391534392,12.7720925925926,15.7879340463458,3.91543055555556,14.5213142857143,20.1423857142857,15.9955833333333
ST99CH_3A5,4.06738888888889,19.5192222222222,24.8318611111111,25.9426111111111,3.81708449074074,21.1590663580247,15.1609867724868,17.2596266666667,NA,NA,NA,NA
ST99CH_3A6,4.91012380952381,17.380126984127,19.3933333333333,19.5184017857143,6.20132323232323,17.0876679292929,20.4215117845118,20.6279788359788,6.43858688387636,15.7498302469136,17.6476650161748,19.4751556862745
ST99CH_3A8,5.41513333333333,8.26636666666667,17.7870333333333,22.7207388888889,6.104125,13.950125,19.402375,20.258875,6.22746666666667,13.2020444444444,18.0052444444444,21.4541777777778
ST99CH_3A9,3.23277777777778,13.3310750915751,18.2426145299145,21.53766000666,3.2278544973545,12.2512977207977,19.2708958333333,18.8620734037205,3.25605555555556,10.617,25.2442222222222,18.5590777777778
ST99CH_3B2,11.8427916666667,21.26575,22.2075,21.117875,15.0761982323232,21.7613699494949,19.0274571428571,19.3280132275132,NA,NA,NA,NA
ST99CH_3B4,4.6865,14.1093055555556,19.636,23.2050222222222,4.21484632034632,13.3124191919192,21.2182916666667,24.5245555555556,4.63039920634921,13.8476210826211,21.1028306878307,22.0787582417582
